IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo
872-22-L124;Gestión Residuos Peligrosos y Especiales;L1;Adjudicada a uno o varios proveedores;06/03/2024 11:41:01;La Comisión Chilena de Energía Nuclear, requiere adquisir el servicio de retiro, transporte y disposición de Residuos Peligrosos, Bio-Peligrosos y fármacos, para Centro Nuclear La Reina -Nueva Bilbao 12501, Las Condes, y Centro Nuclear Lo Aguirre - Ruta 68 km 20 (Pasado Peaje y Antes Túnel Lo Prado), Pudahuel, para el periodo 2024. de acuerdo al alcance y especuificaciones de bases adjuntas.;CLP;PUBLICADO;DISPONIBLE;4.500.000;Comisión Chilena de Energía Nuclear
438-4-LE25;SERVICIO DE RETIRO DE MATERIAL CORTOPUNZANTE RESIDUOS ESPECIALES RESIDUOS PELIGROSOS Y SUMINISTRO DE INSUMOS - Readjudicada en Id 438-4-R125;LE;Adjudicada a uno o varios proveedores;13/01/2025 15:58:30;ESTA PROPUESTA CONSISTE EN CONTRATAR LOS SERVICIOS DE RETIRO DE MATERIAL CORTOPUNZANTE RESIDUOS ESPECIALES RESIDUOS PELIGROSOS Y SUMINISTRO DE INSUMOS;CLP;PUBLICADO;DISPONIBLE;23.000.000;I MUNICIPALIDAD DE SAN RAMON
1389585-1-LE25;Cont. de retiro REAS y adq. de contenedores Salud.;LE;Adjudicada a uno o varios proveedores;17/04/2025 15:28:36;Contratación del servicio de retiro y disposición final de residuos peligrosos REAS, incluyendo la adquisición de contenedores y freezer requeridos para su adecuada conservación para los 4 centros de salud de la comuna de María Pinto por 12 meses.;CLP;PUBLICADO;DISPONIBLE;13.124.533;CORPORACION MUNICIPAL DE MARÍA PINTO
1057532-128-LR24;SERVICIO REAS PARA LA RED DEL SSO.;LR;Adjudicada a uno o varios proveedores;08/11/2024 14:43:23;SERVICIO DE MANEJO, RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES, PARA LOS ESTABLECIMIENTOS DE LA RED DEL SERVICIO DE SALUD OSORNO, PARA LOS AÑOS 2025 Y 2026;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;SERVICIO DE SALUD OSORNO
2401-21-L126;RETIRO, TRANSPORTE Y DISPOSICIÓN DE RESIDUOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;26/01/2026 13:57:01;E.107/2026, SOL.55, MEDIO AMBIENTE, DGA. Servicio bajo la modalidad de suministro, por el retiro, transporte y disposición final de los residuos peligrosos generados por la prestación de diversos servicios a la comunidad, los cuales se encuentran almacenados en la base ubicada en Viña de Mar N°040, comuna de Rancagua, en instalaciones debidamente autorizadas para su manejo y disposición final, conforme a las disposiciones legales y reglamentarias que regulan el manejo de este tipo de residuos. ;CLP;PUBLICADO;DISPONIBLE;6.975.090;I MUNICIPALIDAD DE RANCAGUA
3145-15-LE21;210 001 S.A 04 GA, SVC. RETIRO RESIDUOS PELIGROSOS;LE;Adjudicada a uno o varios proveedores;25/05/2021 14:34:19;SERVICIO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS SÓLIDOS Y  LÍQUIDOS, GENERADOS POR LAS UNIDADES INTERNAS DE LA Ira. BRIGADA AÉREA, LOS QUE SE ENCUENTRAN DETALLADOS EN LAS BASES ADJUNTAS, A REALIZARSE DESDE LA BASE AÉREA LOS CÓNDORES, SECTOR AEROPUERTO DE IQUIQUE.;CLP;PUBLICADO;DISPONIBLE;6.800.000;FUERZA AEREA DE CHILE COMANDO LOGISTICO
5761-7-LE20;ACOPIO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS;LE;Adjudicada a uno o varios proveedores;24/06/2020 12:34:00;LA FACULTAD DE CS QUÍMICAS Y FARMACÉUTICAS REQUIERE LA CONTRATACIÓN DEL SERVICIO DE ACOPIO, RETIRO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;Universidad de Chile
1175-136-LR19;138-19: “SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS PELIGROSOS Y ESPECIALES, EN ESTABLECIMIENTOS SSAS.”;LR;Adjudicada a uno o varios proveedores;10/12/2019 11:12:43;El SSAS requiere contratar para licitación 104-19: “SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS PELIGROSOS Y ESPECIALES, EN ESTABLECIMIENTOS SSAS.”. Los oferentes deberán efectuar sus ofertas en VALOR NETO expresado en peso chileno.;CLP;PUBLICADO;ESTIMADO;378.000.000;Servicio de Salud Araucanía Sur
4464-10-LQ20;CONTRATO DE SUMINISTRO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES GENERADOS POR EL HOSPITAL SAN JUAN DE DIOS DE CURICÓ;LQ;Adjudicada a uno o varios proveedores;20/03/2020 16:18:57;La institución preocupándose por el bienestar y seguridad de sus pacientes, de su personal y del público usuario general, requiere contratar a una empresa dotada de conocimientos, formación y comprobada experiencia  capaz de entregar un servicio de suministro de retiro, transporte y disposición final de residuos, que deberá satisfacer con estándares de calidad, compromiso con el medio ambiente, cumplimiento de normativa legal atingente y oportunidad que favorezca la correcta eliminación de residuos. ;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;Hospital Curicó
2548-81-LE21;MANEJO, RECOLECCION, TRANSPORTE Y DISP DE RESIDUOS;LE;Adjudicada a uno o varios proveedores;12/10/2021 16:29:00;CONTRATACION SERVICIOS DE MANEJO, RECOLECCION, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS, RADIOACTIVOS DE BAJA INTENSIDAD Y RESIDUOS ESPECIALES PROVENIENTES DE ESTABLECIMIENTOS URBANOS Y RURALES DEL DEPARTAMENTO DE SALUD DE PADRE LAS CASAS;CLP;PUBLICADO;DISPONIBLE;16.500.000;I MUNICIPALIDAD DE PADRE LAS CASAS
3145-23-LE22;GPO. ABASTTO. RESIDUOS PELIGROSOS.;LE;Adjudicada a uno o varios proveedores;09/06/2022 14:58:39;SERVICIO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS, CONFORME A ESPECIFICACIONES TECNICAS, A REALIZAR EN BASE AEREA LOS CONDORES, SECTOR CHUCUMATA, SECTOR AEROPUERTO, CIUDAD DE IQUIQUE. CONSIDERAR COSTO DE FLETE Y TRASLADO.;CLP;PUBLICADO;DISPONIBLE;6.500.000;FUERZA AEREA DE CHILE COMANDO LOGISTICO
4407-34-LE22;RETIRO DE RESIDUOS CONTAMINADOS Y PELIGROSOS PARA EL CESFAM LUMACO;LE;Adjudicada a uno o varios proveedores;24/06/2022 12:31:29;SE REQUIERE EL SERVICIO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES DEL CESFAM LUMACO. ;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;Ilustre Municipalidad de Lumaco
1057547-409-LR22;RETIRO TRANSPORTE RESIDUOS PELIGROSOS;LR;Adjudicada a uno o varios proveedores;20/10/2022 14:55:00;COMPRA DE SERVICIOS RETIRO, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS Y RESIDUOS ESPECIALES EN EL HOSPITAL BASE VALDIVIA;CLP;PUBLICADO;ESTIMADO;435.536.000;SERVICIO DE SALUD VALDIVIA HOSPITAL BASE
3874-8-LE23;SERVICIO DE RETIRO TRANSPORTE Y ELIMINACIÓN DE RE;LE;Adjudicada a uno o varios proveedores;24/03/2023 12:49:00;LA NECESIDAD DE CONTAR CON SERVICIOS DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE 1.600 KG DE RESIDUOS PELIGROSOS Y ESPECIALES DEL CESFAM RAUCO.DE ACUERDO A BASES DE LICITACIÓN EN ADJUNTO.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE RAUCO
1057417-35-LR20;CONVENIO POR SERVICIO DE RETIRO, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES GENERADOS EN EL COMPLEJO ASISTENCIAL 2° LLAMADO;LR;Adjudicada a uno o varios proveedores;13/02/2020 15:32:56;con el objetivo de contratar un conjunto de operaciones a las que se deben someter los residuos del establecimiento de atención de salud “REAS” posterior a su generación, lo anterior en contribución a la seguridad y cuidado del medio ambiente.;CLP;PUBLICADO;ESTIMADO;297.500.000;COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ
3874-19-L122;SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS. ;L1;Adjudicada a uno o varios proveedores;13/09/2022 19:00:00;LA NECESIDAD DE CONTAR CON SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE 1.000 KILOGRAMO DE RESIDUOS PELIGROSOS Y ESPECIALES. GENERADOS EN ESTABLECIMIENTOS DE ATENCIÓN EN SALUD (REAS) DEL DEPARTAMENTO DE SALUD DE LA ILUSTRE MUNICIPALIDAD. DE RAUCO. ;CLP;PUBLICADO;DISPONIBLE;5.000.000;I MUNICIPALIDAD DE RAUCO
2659-114-L124;PTR N°366 - SERVICIO DE RETIRO TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;17/05/2024 09:06:00;SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS. SEGUN NECESIDAD DEL SERVICIO DENTRO DE AÑO CALENDARIO. VER MAS DETALLE DE LO REQUERIDO EN BASES DE LICITACION.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I MUNICIPALIDAD DE VITACURA
1657-4-L124;Servicio retiro, transporte, disposición y eliminación final de residuos peligrosos y especiales, de acuerdo a decreto N°148 para Laboratorio Salud Pública Ambiental de SEREMI de Salud, Región Coquimbo SRMS4. ;L1;Adjudicada a uno o varios proveedores;16/04/2024 14:55:22;Laboratorio requiere el servicio de retiro de residuos peligrosos y especiales 4 veces al año, de acuerdo a decreto N°148 desde su dependencia ubicada en Avenida Francisco de Aguirre 795, La Serena.;CLP;PUBLICADO;DISPONIBLE;1.200.000;SUBSECRETARIA DE SALUD PUBLICA
2345-428-LE23;SERVICIO DE TRASLADO TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS GENERADOS Y ENTREGADOS POR LOS VECINOS DE LA COMUNA DE LAS CONDES;LE;Adjudicada a uno o varios proveedores;02/01/2024 18:34:00;SERVICIO DE TRASLADO, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS GENERADOS Y ENTREGADOS POR LOS VECINOS DE LA COMUNA DE LAS CONDES SEGÚN BASES DE LICITACIÓN ADJUNTAS.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE LAS CONDES
438-4-R125;SERVICIO DE RETIRO DE MATERIAL CORTOPUNZANTE RESIDUOS ESPECIALES RESIDUOS PELIGROSOS Y SUMINISTRO DE INSUMOS;LE;Adjudicada a uno o varios proveedores;13/01/2025 15:58:30;ESTA PROPUESTA CONSISTE EN CONTRATAR LOS SERVICIOS DE RETIRO DE MATERIAL CORTOPUNZANTE RESIDUOS ESPECIALES RESIDUOS PELIGROSOS Y SUMINISTRO DE INSUMOS;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE SAN RAMON
5338-17-LE22;C.S.Retiro y Disposición Final Residuos Peligrosos;LE;Adjudicada a uno o varios proveedores;17/05/2022 11:42:41;La Universidad de Magallanes requiere contratar el Servicio de Retiro, Traslado y Disposición Final de Residuos Peligrosos, para dependencias de la Universidad de Magallanes ubicadas en la ciudad de Punta Arenas, XII Región de Magallanes, por un periodo de 36 meses, bajo modalidad de Contrato de Suministro.;CLP;PUBLICADO;ESTIMADO;50.000.000;UNIVERSIDAD DE MAGALLANES
1171142-75-LQ25;SERV DE RETIROTRANSPORTE Y ELIMINACIÓN DE RESIDUO;LQ;Adjudicada a uno o varios proveedores;01/09/2025 09:29:00;El Complejo Asistencial de Padre Las Casas requiere el “SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS PELIGROSOS Y ESPECIALES” cuyas características técnicas y condiciones del proceso, se detallan en las presentes Bases. El “SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS PELIGROSOS Y ESPECIALES, DEL COMPLEJO ASISTENCIAL PADRE LAS CASAS” se deberán realizar durante el plazo de vigencia del contrato en un transcurso de 24 meses, o hasta que los fondos se utilicen, lo que ocurra primero, con posibilidad de renovación hasta 12 meses más;CLP;PUBLICADO;ESTIMADO;245.000.000;HOSPITAL COMPLEJO ASISTENCIAL PADRE LAS CASAS
1658-234-LQ24;P.74-2024 SERVICIO DE RETIRO MANEJO TRATAMIENTO Y DISPOSICION FINAL PARA RESIDUOS PELIGROSOS RESPEL RADIOACTIVOS DE BAJA INTENSIDAD Y ESPECIALES DEL DEPARTAMENTO DE SALUD;LQ;Adjudicada a uno o varios proveedores;19/04/2024 16:09:22;P.74-2024 SERVICIO DE RETIRO, MANEJO, TRATAMIENTO Y DISPOSICION FINAL PARA RESIDUOS PELIGROSOS (RESPEL) RADIOACTIVOS DE BAJA INTENSIDAD Y ESPECIALES DEL DEPARTAMENTO DE SALUD;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;I MUNICIPALIDAD DE TEMUCO
2744-24-LE21;Suministro REAS 2021;LE;Adjudicada a uno o varios proveedores;20/05/2021 10:56:00;Req. de Compra N°46-F del 22.01.2021 compra de Servicio de Retiro y Disposición de  residuos peligrosos y especiales desde los dispositivos dependientes del Departamento de Salud Municipal, financiado con Presupuesto Farmacia Comunal 2021.  ;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE ANGOL
885-45-L120;Servicio de retiro, manejo y disposición final de residuos peligrosos;L1;Adjudicada a uno o varios proveedores;30/09/2020 15:49:00;La Contraloría General de la República (CGR) requiere contratar el servicio de retiro, manejo y disposición final de residuos peligrosos de los edificios institucionales, ubicados en calle Teatinos N°56 y N°78, y calle Amanda Labarca N°59 y N°65, todos en la comuna de Santiago.;CLP;PUBLICADO;ESTIMADO;4.500.000;CONTRALORIA GENERAL DE LA REPUBLICA
4809-21-LP25;SERVICIO DE CARGA RETIRO TRANSPORTE Y DISPOSICIÓ;LP;Adjudicada a uno o varios proveedores;15/04/2025 17:37:00;La Dirección de Vialidad Provincia de Cautin Región de la Araucanía, en adelante “la Dirección”, invita a presentar propuestas a licitación pública para el “Servicio de carga, retiro, transporte y disposición final Residuos Peligrosos”.;CLP;PUBLICADO;ESTIMADO;260.000.000;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
872-15-L125;Servicio de retiro, transporte y disposición de residuos peligrosos y especiales;L1;Adjudicada a uno o varios proveedores;11/03/2025 14:51:15;La Comisión Chilena de Energía Nuclear requiere adquirir el servicio de retiro, transporte y disposición de Residuos Peligrosos, Bio-Peligrosos y fármacos que surgen de los procesos que generan residuos en el Centro Nuclear La Reina y en el Centro Nuclear Lo Aguirre, Lo anterior, dada la necesidad de controlar el riesgo proveniente de dichos residuos. E1O2RT9;CLP;PUBLICADO;DISPONIBLE;4.522.000;Comisión Chilena de Energía Nuclear
1027-19-LE19;SERVICIO DE RETIRO DE RESIDUOS PELIGROSOS;LE;Adjudicada a uno o varios proveedores;29/11/2019 15:40:00;Que, la Dirección de Vialidad provincia de Huasco, requiere contratar el servicio de   retiro, transporte, tratamiento y disposición final de residuos peligrosos ubicados en la oficina Provincial de Huasco, Dirección de Vialidad, Región de Atacama.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;MOP - Dirección de Vialidad
1417-26-L121;Servicio de retiro y eliminación de residuos peligrosos;L1;Adjudicada a uno o varios proveedores;22/07/2021 10:58:04;Contratar el Servicio de Retiro y Eliminación de Residuos peligrosos en dos periodos,.  El retiro debe realizarse en dependencias del Aeropuerto Andrés Sabella de Antofagasta., Camino Mejillones sin número  El servicio debe contemplar la RESTITUCIÓN de 03 tambores abiertos de 200 litros y 02 tambores de 200 litros con tapa.;CLP;PUBLICADO;DISPONIBLE;2.000.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
1487-6-L122;Retiro de residuos peligrosos y disposición final del Ad. Carriel Sur.;L1;Adjudicada a uno o varios proveedores;01/08/2022 17:12:31;Servicios de retiro, segregación, paletizado, rotulado, certificación de residuos peligrosos, residuos industriales, chatarra electrónica, y su disposición final, de bodega de almacenamiento transitorio, del Aeródromo Carriel Sur, Talcahuano, de acuerdo a bases técnicas. Al total facturado la DGAC retendrá el 2%, de acuerdo al articulo N° 37, ley 16.752;CLP;PUBLICADO;DISPONIBLE;3.002.300;DIRECCION GENERAL DE AERONAUTICA CIVIL
3874-31-L124;SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS.;L1;Adjudicada a uno o varios proveedores;26/07/2024 16:57:58;LA NECESIDAD DE CONTAR CON SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE 1.500 KILOGRAMO DE RESIDUOS PELIGROSOS Y ESPECIALES. GENERADOS EN ESTABLECIMIENTOS DE ATENCIÓN EN SALUD (REAS) DEL DEPARTAMENTO DE SALUD DE LA ILUSTRE MUNICIPALIDAD. DE RAUCO.;CLP;PUBLICADO;DISPONIBLE;4.500.000;I MUNICIPALIDAD DE RAUCO
3630-5-L120;Retiro, transporte y disposición final de residuos;L1;Adjudicada a uno o varios proveedores;17/04/2020 10:06:55;El departamento de salud necesita contratar servicios de retiro, transporte y disposición final de residuos peligrosos de los centros de salud de nuestra comuna.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Máfil
4735-10-L122;CS SERVICIO RETIRO RESIDUOS 2022;L1;Adjudicada a uno o varios proveedores;10/03/2022 16:45:33;CONVENIO DE SUMINISTRO SERVICIO DE RETIRO, MANEJO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS PELIGROSOS LÍQUIDOS, SÓLIDOS Y MEDICAMENTOS DEL CENTRO DE SALUD FAMILIAR DE LA COMUNA DE CHOLCHOL, AÑO 2022;CLP;PUBLICADO;DISPONIBLE;5.000.000;MUNICIPALIDAD DE CHOLCHOL
3614-1-LE22;RETIROTRANSPORTE Y DISPOSICION FINAL REAS DESAM;LE;Adjudicada a uno o varios proveedores;04/03/2022 15:29:10;CONVENIO DE SUMINISTRO PARA EL RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS, ESPECIALES Y CORTOPUNZANTES DEL DEPARTAMENTO DE SALUD. ADEMÁS CONSIDERA EL SUMINISTRO DE INSUMOS PARA LA CORRECTA ELIMINACIÓN DE RESIDUOS.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE VICUNA
1057547-400-LQ25;SERV. RETIRO TRANSPORTE Y DISPOSICIÓN FINAl;LQ;Adjudicada a uno o varios proveedores;22/09/2025 20:25:11;“COMPRA DE SERVICIOS DE RETIRO, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS PELIGROSOS Y REDISUOS ESPECIALES 2025 EN EL HOSPITAL BASE VALDIVIA”;CLP;PUBLICADO;ESTIMADO;317.000.000;SERVICIO DE SALUD VALDIVIA HOSPITAL BASE
4324-1-L126;SERVICIO RETIRO REDUCCIÓN Y DISPOSICIÓN FINAL DE RESIDUOS CORTOPUNZANTES DESECHOS CONTAMINATES RESIDUOS PELIGROSOS Y FARMACOLOGICOS;L1;Adjudicada a uno o varios proveedores;19/01/2026 08:33:37;SERVICIO RETIRO, REDUCCIÓN Y DISPOSICIÓN FINAL DE RESIDUOS CORTOPUNZANTES, DESECHOS CONTAMINATES, RESIDUOS PELIGROSOS Y FARMACOLOGICOS CESFAM PERQUENCO;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE PERQUENCO
1656-10-L121;SERVICIO DE RETIRO Y ELIMINACION DE RESIDUOS PELIGROSOS;L1;Adjudicada a uno o varios proveedores;16/04/2021 12:28:00;La Secretaría Ministerial de Salud del Libertador OHiggins requiere contratar los servicios de Recolección, Transporte y Eliminación de Residuos, generados por la Secretaría Regional Ministerial de la Región de OHiggins.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;SUBSECRETARIA DE SALUD PUBLICA
4594-8-LE22;SUMINISTRO SERVICIO ELEIMINACION DE REAS;LE;Adjudicada a uno o varios proveedores;07/01/2022 17:39:03;LA NECESIDAD DEL DESAMU DE COIHUECO DE CONTAR CON SUMINISTRO SERVICIO MANEJO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS ESPECIALES Y PELIGROSOS.;CLP;PUBLICADO;DISPONIBLE;15.000.000;I MUNICIPALIDAD DE COIHUECO
1719-21-L121;Servicio de REAS;L1;Adjudicada a uno o varios proveedores;01/12/2021 09:58:35;Servicio de retiro, transporte y eliminación de residuos peligrosos y contaminados según bases de decreto N 5772.-;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;ILUSTRE MUNICIPALIDAD  DE SAGRADA FAMILIA
1657-17-L121;SERVICIO RETIRO, TRANSPORTE, DISPOSICION Y ELIMINACION FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES DECOMISOS SRMS4;L1;Adjudicada a uno o varios proveedores;14/07/2021 12:34:00;La Seremi de Salud, Región de Coquimbo, necesita adquirir “SERVICIO DE RETIRO, TRANSPORTE, DISPOSICIÓN FINAL DE RESIDUO PELIGROSOS Y ESPECIALES ”, necesario para el correcto manejo y eliminación de Residuos generados producto de decomiso que realizan las distintas oficinas comunales.;CLP;PUBLICADO;DISPONIBLE;5.000.000;SUBSECRETARIA DE SALUD PUBLICA
3871-1-L121;RETIRO Y ELIMINACIÓN DE RESIDUOS AÑO 2021;L1;Adjudicada a uno o varios proveedores;01/02/2021 09:50:00;Se requiere la necesidad del retiro de los residuos peligrosos año 2021.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Ilustre Municipalidad de Pemuco
3145-40-L124;SA 88 UUII 210 GPO ABASTTO SVC DE RETIRO RESIDUOS;L1;Adjudicada a uno o varios proveedores;01/08/2024 15:23:00;SA 88 UUII 210 GPO ABASTTO SVC DE RETIRO RESIDUOS PELIGROSOS EN BASE AEREA LOS CONDORES IQUQIUE DE ACUERDO AEETT ADJUNTAS;CLP;PUBLICADO;DISPONIBLE;6.500.000;FUERZA AEREA DE CHILE COMANDO LOGISTICO
3046-16-L125;DL- SERVICIO DE RETIRO, TRASPORTE, TRATAMIENTO Y DISPOSICIONFINAL DE RESIDUOS PELIGROSO (SOLIDOS Y LIQUIDO;L1;Adjudicada a uno o varios proveedores;05/08/2025 10:51:09;DL- SERVICIO DE RETIRO, TRASPORTE, TRATAMIENTO Y DISPOSICIONFINAL DE RESIDUOS PELIGROSO (SOLIDOS Y LIQUIDO;CLP;PUBLICADO;DISPONIBLE;3.000.000;FUERZA AEREA DE CHILE COMANDO LOGISTICO
2805-5-L125;RETIRO TRANSPORTE Y ELIMINACIÓN DE RESIDUOS Y MATERIALES PELIGROSOS REAS;L1;Adjudicada a uno o varios proveedores;31/01/2025 15:45:00;La necesidad de contar con este servicio de retiro, transporte y eliminación de residuos peligrosos REAS desde el Cesfam Los Volcanes perteneciente al Depto. de Salud Municipal de Llanquihue.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I MUNICIPALIDAD DE LLANQUIHUE
